	ab	abmainrel	absubrel	abtag	cd	cdmainrel	cdsubrel	cdtag	chunks	match	probe	probearr	probecorr	proberesp	trialtag	trialtype
794	0	3	8	tiredness:rest	0	1	1	big:large	3	0	1	2	3	['3']	tiredness:rest::big:large	Probe
795	0	None	None	None	1	2	4	dark:light	1	0	0	0	0	0	tiredness:rest::dark:light	CD
796	1	3	8	tiredness:rest	0	None	None	None	1	None	0	0	0	0	tiredness:rest::dark:light	AB
797	0	3	8	tiredness:rest	0	2	4	dark:light	1	0	1	1	4	['3']	tiredness:rest::dark:light	Probe
798	0	None	None	None	1	1	1	pants:trousers	2	0	0	0	0	0	top:bottom::pants:trousers	CD
799	1	2	5	top:bottom	0	None	None	None	2	None	0	0	0	0	top:bottom::pants:trousers	AB
800	0	2	5	top:bottom	0	1	1	pants:trousers	2	0	1	2	3	['3']	top:bottom::pants:trousers	Probe
801	0	None	None	None	1	1	1	teach:instruct	4	0	0	0	0	0	top:bottom::teach:instruct	CD
802	1	2	5	top:bottom	0	None	None	None	4	None	0	0	0	0	top:bottom::teach:instruct	AB
803	0	2	5	top:bottom	0	1	1	teach:instruct	4	0	1	2	3	['3']	top:bottom::teach:instruct	Probe
804	0	None	None	None	1	3	7	exercise:fitness	2	1	0	0	0	0	tragedy:tears::exercise:fitness	CD
805	1	3	7	tragedy:tears	0	None	None	None	2	None	0	0	0	0	tragedy:tears::exercise:fitness	AB
806	0	3	7	tragedy:tears	0	3	7	exercise:fitness	2	1	1	2	4	['4']	tragedy:tears::exercise:fitness	Probe
807	0	None	None	None	1	2	4	rich:poor	3	0	0	0	0	0	tragedy:tears::rich:poor	CD
808	1	3	7	tragedy:tears	0	None	None	None	3	None	0	0	0	0	tragedy:tears::rich:poor	AB
809	0	3	7	tragedy:tears	0	2	4	rich:poor	3	0	1	2	3	['3']	tragedy:tears::rich:poor	Probe
810	0	None	None	None	1	2	5	high:low	3	0	0	0	0	0	trim:shorten::high:low	CD
811	1	3	9	trim:shorten	0	None	None	None	3	None	0	0	0	0	trim:shorten::high:low	AB
812	0	3	9	trim:shorten	0	2	5	high:low	3	0	1	2	3	['3']	trim:shorten::high:low	Probe
813	0	None	None	None	1	3	9	study:learn	1	1	0	0	0	0	trim:shorten::study:learn	CD
814	1	3	9	trim:shorten	0	None	None	None	1	None	0	0	0	0	trim:shorten::study:learn	AB
815	0	3	9	trim:shorten	0	3	9	study:learn	1	1	1	1	3	['3']	trim:shorten::study:learn	Probe
816	0	None	None	None	1	3	9	drink:hydrate	7	0	0	0	0	0	under:over::drink:hydrate	CD
817	1	2	5	under:over	0	None	None	None	7	None	0	0	0	0	under:over::drink:hydrate	AB
818	0	2	5	under:over	0	3	9	drink:hydrate	7	0	1	1	4	['4']	under:over::drink:hydrate	Probe
819	0	None	None	None	1	3	9	sleep:rest	6	0	0	0	0	0	under:over::sleep:rest	CD
820	1	2	5	under:over	0	None	None	None	6	None	0	0	0	0	under:over::sleep:rest	AB
821	0	2	5	under:over	0	3	9	sleep:rest	6	0	1	2	3	['3']	under:over::sleep:rest	Probe
822	0	None	None	None	1	3	7	fire:burns	3	0	0	0	0	0	up:down::fire:burns	CD
823	1	2	5	up:down	0	None	None	None	3	None	0	0	0	0	up:down::fire:burns	AB
824	0	2	5	up:down	0	3	7	fire:burns	3	0	1	1	4	['4']	up:down::fire:burns	Probe
825	0	None	None	None	1	2	5	high:low	1	1	0	0	0	0	up:down::high:low	CD
826	1	2	5	up:down	0	None	None	None	1	None	0	0	0	0	up:down::high:low	AB
827	0	2	5	up:down	0	2	5	high:low	1	1	1	1	3	['3']	up:down::high:low	Probe
828	0	None	None	None	1	1	2	picture:drawing	2	1	0	0	0	0	wagon:trailer::picture:drawing	CD
829	1	1	2	wagon:trailer	0	None	None	None	2	None	0	0	0	0	wagon:trailer::picture:drawing	AB
830	0	1	2	wagon:trailer	0	1	2	picture:drawing	2	1	1	2	4	['4']	wagon:trailer::picture:drawing	Probe
831	0	None	None	None	1	1	2	stairs:ladder	4	1	0	0	0	0	wagon:trailer::stairs:ladder	CD
832	1	1	2	wagon:trailer	0	None	None	None	4	None	0	0	0	0	wagon:trailer::stairs:ladder	AB
833	0	1	2	wagon:trailer	0	1	2	stairs:ladder	4	1	1	2	4	['4']	wagon:trailer::stairs:ladder	Probe
834	0	None	None	None	1	2	4	hot:cold	1	1	0	0	0	0	warm:cool::hot:cold	CD
835	1	2	4	warm:cool	0	None	None	None	1	None	0	0	0	0	warm:cool::hot:cold	AB
836	0	2	4	warm:cool	0	2	4	hot:cold	1	1	1	1	3	['3']	warm:cool::hot:cold	Probe
837	0	None	None	None	1	3	9	read:learn	3	0	0	0	0	0	warm:cool::read:learn	CD
838	1	2	4	warm:cool	0	None	None	None	3	None	0	0	0	0	warm:cool::read:learn	AB
839	0	2	4	warm:cool	0	3	9	read:learn	3	0	1	2	3	['3']	warm:cool::read:learn	Probe
840	0	None	None	None	1	1	1	careful:cautious	4	0	0	0	0	0	wash:clean::careful:cautious	CD
841	1	3	9	wash:clean	0	None	None	None	4	None	0	0	0	0	wash:clean::careful:cautious	AB
842	0	3	9	wash:clean	0	1	1	careful:cautious	4	0	1	1	4	['3']	wash:clean::careful:cautious	Probe
843	0	None	None	None	1	3	9	cook:eat	1	1	0	0	0	0	wash:clean::cook:eat	CD
844	1	3	9	wash:clean	0	None	None	None	1	None	0	0	0	0	wash:clean::cook:eat	AB
845	0	3	9	wash:clean	0	3	9	cook:eat	1	1	1	1	3	['3']	wash:clean::cook:eat	Probe
846	0	None	None	None	1	3	7	loss:grief	7	0	0	0	0	0	witty:dumb::loss:grief	CD
847	1	2	6	witty:dumb	0	None	None	None	7	None	0	0	0	0	witty:dumb::loss:grief	AB
848	0	2	6	witty:dumb	0	3	7	loss:grief	7	0	1	1	4	['4']	witty:dumb::loss:grief	Probe
849	0	None	None	None	1	2	6	low:up	6	1	0	0	0	0	witty:dumb::low:up	CD
850	1	2	6	witty:dumb	0	None	None	None	6	None	0	0	0	0	witty:dumb::low:up	AB
851	0	2	6	witty:dumb	0	2	6	low:up	6	1	1	2	4	['4']	witty:dumb::low:up	Probe
852	0	None	None	None	1	3	9	speak:express	4	1	0	0	0	0	work:earn::speak:express	CD
853	1	3	9	work:earn	0	None	None	None	4	None	0	0	0	0	work:earn::speak:express	AB
854	0	3	9	work:earn	0	3	9	speak:express	4	1	1	2	4	['4']	work:earn::speak:express	Probe
855	0	None	None	None	1	1	2	stairs:ladder	1	0	0	0	0	0	work:earn::stairs:ladder	CD
856	1	3	9	work:earn	0	None	None	None	1	None	0	0	0	0	work:earn::stairs:ladder	AB
857	0	3	9	work:earn	0	1	2	stairs:ladder	1	0	1	1	4	['4']	work:earn::stairs:ladder	Probe
858	0	None	None	None	1	3	7	disease:sickness	7	1	0	0	0	0	workout:sweat::disease:sickness	CD
859	1	3	7	workout:sweat	0	None	None	None	7	None	0	0	0	0	workout:sweat::disease:sickness	AB
860	0	3	7	workout:sweat	0	3	7	disease:sickness	7	1	1	2	4	['3']	workout:sweat::disease:sickness	Probe
861	0	None	None	None	1	3	7	tragedy:tears	5	1	0	0	0	0	workout:sweat::tragedy:tears	CD
862	1	3	7	workout:sweat	0	None	None	None	5	None	0	0	0	0	workout:sweat::tragedy:tears	AB
863	0	3	7	workout:sweat	0	3	7	tragedy:tears	5	1	1	2	4	['4']	workout:sweat::tragedy:tears	Probe
